Property URL,MLS ID,Property type,Property price (USD),Sold date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Street address,City,Zip,State,Country
"https://www.zillow.com/homedetails/8-Wallace-Dr-Chestnut-Ridge-NY-10977/53426721_zpid/","","Single Family","850000","03/28/2024","2446","sqft","347.51","0.57","acres","4","3","8 Wallace Drive","Chestnut Ridge","10977","NY","USA"
"https://www.zillow.com/homedetails/6-Twin-Lakes-Dr-Airmont-NY-10952/53430206_zpid/","","Single Family","50000","03/28/2024","1914","sqft","26.12","0.62","acres","4","3","6 Twin Lakes Dr","Airmont","10952","NY","USA"
"https://www.zillow.com/homedetails/6-Mirror-Lake-Rd-Spring-Valley-NY-10977/53434464_zpid/","","Single Family","900000","03/28/2024","1186","sqft","758.85","0.54","acres","5","3","6 Mirror Lake Rd","Spring Valley","10977","NY","USA"
"https://www.zillow.com/homedetails/52-S-Lilburn-Dr-Garnerville-NY-10923/32382654_zpid/","","Single Family","545000","03/27/2024","1960","sqft","278.06","0.26","acres","4","3","52 S Lilburn Drive","Garnerville","10923","NY","USA"
"https://www.zillow.com/homedetails/3-Getty-Rd-Stony-Pt-NY-10980/32400870_zpid/","","Single Family","517455","03/27/2024","1440","sqft","359.34","5227","sqft","4","2","3 Getty Rd","Stony Pt","10980","NY","USA"
"https://www.zillow.com/homedetails/963-Haverstraw-Rd-Suffern-NY-10901/53422000_zpid/","","Single Family","765000","03/27/2024","2026","sqft","377.59","1.22","acres","4","2","963 Haverstraw Rd","Suffern","10901","NY","USA"
"https://www.zillow.com/homedetails/100-S-Southgate-Dr-Spring-Valley-NY-10977/53424629_zpid/","","Single Family","970000","03/27/2024","1840","sqft","527.17","0.37","acres","3","2","100 S Southgate Dr","Spring Valley","10977","NY","USA"
"https://www.zillow.com/homedetails/5-Long-Meadow-Dr-Airmont-NY-10952/53430565_zpid/","","Single Family","900000","03/27/2024","2421","sqft","371.75","0.49","acres","4","3","5 Long Meadow Drive","Airmont","10952","NY","USA"
"https://www.zillow.com/homedetails/169-N-Little-Tor-Rd-New-City-NY-10956/143816229_zpid/","","Single Family","712000","03/27/2024","4037","sqft","176.37","0.34","acres","4","4","169 N Little Tor Road","New City","10956","NY","USA"
"https://www.zillow.com/homedetails/180-S-Harrison-Ave-Congers-NY-10920/53403683_zpid/","","Single Family","420000","03/26/2024","992","sqft","423.39","6098","sqft","3","1","180 S Harrison Avenue","Congers","10920","NY","USA"
"https://www.zillow.com/homedetails/3-Park-Ter-Valley-Cottage-NY-10989/53404073_zpid/","","Single Family","490000","03/26/2024","1668","sqft","293.76","0.35","acres","","1.5","3 Park Ter","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/15-Oakdale-Mnr-Suffern-NY-10901/53420930_zpid/","","Single Family","575000","03/26/2024","1764","sqft","325.96","6970","sqft","4","2","15 Oakdale Manor","Suffern","10901","NY","USA"
"https://www.zillow.com/homedetails/36-Briarcliff-Dr-Monsey-NY-10952/53435193_zpid/","","Single Family","1200000","03/26/2024","2153","sqft","557.36","0.32","acres","3","2","36 Briarcliff Dr","Monsey","10952","NY","USA"
"https://www.zillow.com/homedetails/5-Keim-Dr-Pomona-NY-10970/32382053_zpid/","","Single Family","440000","03/25/2024","1536","sqft","286.46","0.7","acres","4","2","5 Keim Dr","Pomona","10970","NY","USA"
"https://www.zillow.com/homedetails/70-Yale-Ter-Blauvelt-NY-10913/32391689_zpid/","","Single Family","1084321","03/25/2024","2682","sqft","404.3","0.44","acres","4","2.5","70 Yale Ter","Blauvelt","10913","NY","USA"
"https://www.zillow.com/homedetails/24-Pyngyp-Rd-Stony-Pt-NY-10980/32397491_zpid/","","Single Family","915000","03/25/2024","4355","sqft","210.1","1.39","acres","5","4","24 Pyngyp Road","Stony Pt","10980","NY","USA"
"https://www.zillow.com/homedetails/309-Fulle-Dr-Valley-Cottage-NY-10989/53405023_zpid/","","Single Family","596300","03/25/2024","1260","sqft","473.25","0.5","acres","3","2","309 Fulle Drive","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/95-Margaret-Keahon-Dr-Pearl-River-NY-10965/32387451_zpid/","","Single Family","555000","03/22/2024","2038","sqft","272.33","0.36","acres","3","2","95 Margaret Keahon Drive","Pearl River","10965","NY","USA"
"https://www.zillow.com/homedetails/501-Gilbert-Ave-Pearl-River-NY-10965/32390886_zpid/","","Single Family","930000","03/22/2024","3216","sqft","289.18","0.38","acres","5","4","501 Gilbert Avenue","Pearl River","10965","NY","USA"
"https://www.zillow.com/homedetails/173-Rutgers-Rd-E-Orangeburg-NY-10962/32393699_zpid/","","Single Family","700000","03/22/2024","2659","sqft","263.26","0.36","acres","4","3","173 Rutgers Road E","Orangeburg","10962","NY","USA"
"https://www.zillow.com/homedetails/12-Pyngyp-Rd-Stony-Pt-NY-10980/32397497_zpid/","","Single Family","865000","03/22/2024","3842","sqft","225.14","1.73","acres","5","4","12 Pyngyp Road","Stony Pt","10980","NY","USA"
"https://www.zillow.com/homedetails/779-Sequoia-Dr-Valley-Cottage-NY-10989/53405350_zpid/","","Single Family","540000","03/22/2024","2512","sqft","214.97","0.34","acres","","2","779 Sequoia Dr","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/951-Haverstraw-Rd-Suffern-NY-10901/53421998_zpid/","","Single Family","621240","03/22/2024","1815","sqft","342.28","1.42","acres","2","2","951 Haverstraw Rd","Suffern","10901","NY","USA"
"https://www.zillow.com/homedetails/28-Ross-Ave-Spring-Valley-NY-10977/53426089_zpid/","","Single Family","696000","03/22/2024","2104","sqft","330.8","0.34","acres","4","2","28 Ross Avenue","Spring Valley","10977","NY","USA"
"https://www.zillow.com/homedetails/14-Rochelle-Ln-Spring-Valley-NY-10977/66886963_zpid/","","Single Family","2400000","03/22/2024","4201","sqft","571.29","0.81","acres","9","7","14 Rochelle Lane","Spring Valley","10977","NY","USA"
"https://www.zillow.com/homedetails/32-Morton-St-Garnerville-NY-10923/32380533_zpid/","","Single Family","540000","03/21/2024","1960","sqft","275.51","10454","sqft","5","3","32 Morton Street","Garnerville","10923","NY","USA"
"https://www.zillow.com/homedetails/7-S-Central-Hwy-Garnerville-NY-10923/32384195_zpid/","","Single Family","605000","03/21/2024","2330","sqft","259.66","10019","sqft","7","4","7 S Central Highway","Garnerville","10923","NY","USA"
"https://www.zillow.com/homedetails/340-N-Main-St-New-City-NY-10956/53393036_zpid/","","Single Family","975000","03/21/2024","3193","sqft","305.36","0.62","acres","5","3","340 N Main Street","New City","10956","NY","USA"
"https://www.zillow.com/homedetails/8-Williams-St-New-City-NY-10956/53402199_zpid/","","Single Family","567000","03/21/2024","1296","sqft","437.5","0.49","acres","4","2","8 Williams Street","New City","10956","NY","USA"
"https://www.zillow.com/homedetails/460-Christian-Herald-Rd-Valley-Cottage-NY-10989/53410917_zpid/","","Single Family","515000","03/21/2024","1406","sqft","366.29","0.4","acres","3","2","460 Christian Herald Road","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/3-Badger-St-Spring-Valley-NY-10977/53426749_zpid/","","Single Family","35000","03/21/2024","1955","sqft","17.9","0.63","acres","4","2","3 Badger St","Spring Valley","10977","NY","USA"
